398|398|398|0.947335839712522|0.999409816170205|33|||
531|531|531|0.945825972731803|0.999089786910387|33|||
250|250|250|0.945750479382767|0.999027443548085|33|||
915|915|915|0.945735380712959|0.999571908912191|33|||
703|703|703|0.945584394014887|0.999684126964335|33|||
204|204|204|0.945523999335659|0.999364097704517|33|||
783|783|783|0.945342815297972|0.999538659118963|33|||
648|648|648|0.945282420618744|0.999256035876526|33|||
865|865|865|0.945116335250865|0.999401503721898|33|||
313|313|313|0.945071039241443|0.998653383374272|33|||
624|624|624|0.945055940571636|0.999601002481265|33|||
753|753|753|0.945055940571635|0.999380722601131|33|||
649|649|649|0.944844559194335|0.99935578525621|33|||
161|161|161|0.944814361854721|0.999002506203164|33|||
357|357|357|0.944753967175492|0.999243567204067|33|||
662|662|662|0.944738868505685|0.998803007443797|33|||
362|362|362|0.944738868505685|0.999335004135442|33|||
99|99|99|0.944723769835878|0.99899834997901|33|||
193|193|193|0.94470867116607|0.998337510338607|33|||
368|368|368|0.944648276486842|0.998836257237025|33|||
820|820|820|0.944587881807613|0.999039912220546|33|||
371|371|371|0.944572783137806|0.998769757650569|33|||
249|249|249|0.944572783137805|0.999218629859145|33|||
794|794|794|0.944557684467998|0.999704908085103|33|||
291|291|291|0.944512388458577|0.999297598118061|33|||
614|614|614|0.944482191118963|0.999251879652373|33|||
252|252|252|0.944482191118963|0.998595196236123|33|||
456|456|456|0.944467092449156|0.999226942307452|33|||
198|198|198|0.944406697769927|0.999372410152824|33|||
717|717|717|0.944361401760505|0.999064849565466|33|||
345|345|345|0.94422551373224|0.999592690032958|33|||
536|536|536|0.944180217722819|0.999534502894809|33|||
109|109|109|0.944165119053012|0.999551127791424|33|||
878|878|878|0.944150020383205|0.999168755169304|33|||
620|620|620|0.944150020383204|0.998366603907681|33|||
394|394|394|0.944150020383204|0.999218629859145|33|||
344|344|344|0.94411982304359|0.999559440239731|33|||
698|698|698|0.944104724373783|0.999310066790521|33|||
636|636|636|0.944074527034168|0.99980881368894|33|||
608|608|608|0.943999033685132|0.999592690032958|33|||
412|412|412|0.943968836345518|0.998620133581044|33|||
876|876|876|0.943938639005904|0.998994193754857|33|||
